Title	Creator	Publisher	Date Original	Description	Note	Topical Subject (LCTGM)	Topical Subject (LCSH)	Personal Name Subject	Corporate Name Subject	Railroad Line	Geographic Subject	Chronological Subject	Type (DCMIType)	Type (AAT)	Type (IMT)	Digital Collection	Contributing Institution	Archival Collection	Collection Identifier	Collection Guide	Scrapbook	Rights Management	Contact Information	Height (cm)	Width (cm)	Digitization Specifications	Date Digital	File Name	Compound Object	Latitude	Longitude	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
"Gilmore City, Iowa. MSTL"	unknown		1952-08	Single story wooden depot with signal and sign for Gilmore City.  Grain elevator and train car beyond depot.		Railroad stations; Buildings; Grain elevators; Railroad cars; Railroad signals				Minneapolis & St. Louis Railroad	United States -- Iowa -- Humboldt County -- Gilmore City	1950-1960	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 43, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	7	12	"Scanned with HP Scanjet 8250 @ 600 ppi. TIFF image: 4,540,364 bytes, 1662 x 2725; JPEG image: 117,271 bytes"	10/27/2005	43gilmorecity01.jpg				10/28/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,860"	860	857.jpg	/railroadiana/image/857.jpg
"Chester, Iowa. MILW"	unknown		1957-09-01	Single story wooden depot with sign for Chester.		Railroad stations; Buildings				"Chicago, Rock Island & Pacific Rail Road Co."	United States -- Iowa -- Howard County -- Chester	1950-1960	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 43, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	8	12	"Scanned with HP Scanjet 8250 @ 600 ppi. TIFF image: 4,991,268 bytes, 1897 x 2625; JPEG image: 133,769 bytes"	10/27/2005	43chester01.jpg				10/28/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,861"	861	858.jpg	/railroadiana/image/858.jpg
"Cresco, Iowa. MILW"	unknown		1957-09-01	Single story wooden depot with oil tank and sign for C.M. St. P & P.R.R. Freight Office and Cresco.		Railroad stations; Buildings				"Chicago, Rock Island & Pacific Rail Road Co."	United States -- Iowa -- Howard County -- Cresco	1950-1960	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 43, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	8	12	"Scanned with HP Scanjet 8250 @ 600 ppi. TIFF image: 4,945,552 bytes, 1897 x 2601; JPEG image: 141,344 bytes"	10/27/2005	43cresco01.jpg				10/28/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,862"	862	859.jpg	/railroadiana/image/859.jpg
"Elma, Iowa. CGW"	unknown		1957-09-01	"Single story wooden depot with sign for Elma, IA and signal on pole.  Other buildings behind depot.  Utility poles."		Railroad stations; Buildings; Railroad signals				Chicago Great Western Railroad Company	United States -- Iowa -- Howard County -- Elma	1950-1960	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 43, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	7	11	"Scanned with HP Scanjet 8250 @ 600 ppi. TIFF image: 3,775,308 bytes, 1614 x 2332; JPEG image: 142,408 bytes"	10/27/2005	43elma01.jpg				10/28/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,863"	863	860.jpg	/railroadiana/image/860.jpg
"Lime Springs, Iowa. MILW"	unknown		1957-09-01	Single story wooden depot with sign for Lime Springs.  Signal on pole.  Grain bins and other building beyond depot.		Railroad stations; Buildings; Railroad signals				"Chicago, Rock Island & Pacific Rail Road Co."	United States -- Iowa -- Howard County -- Lime Springs	1950-1960	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	The University of Iowa Libraries Special Collections: http://www.lib.uiowa.edu/spec-coll/	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 43, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	8	11	"Scanned with HP Scanjet 8250 @ 600 ppi. TIFF image: 4,595,344 bytes, 1850 x 2478; JPEG image: 129,406 bytes"	10/27/2005	43limesprings01.jpg				10/28/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,864"	864	861.jpg	/railroadiana/image/861.jpg
"Dakota City, Iowa. CNW"	unknown		1982-10-14	Grain elevators and small shed.  Train car on tracks.		Railroad stations; Grain elevators; Railroad cars				Chicago and North Western Railway Company	United States -- Iowa -- Humboldt County -- Dakota City	1980-1990	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 43, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	8	12	"Scanned with HP Scanjet 8250 @ 600 ppi. TIFF image: 4,898,848 bytes, 1824 x 2679; JPEG image: 149,083 bytes"	10/27/2005	43dakotacity02.jpg				11/3/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,865"	865	862.jpg	/railroadiana/image/862.jpg
"Hardy, Iowa. CRIP"	"Miller, Max"		1967-08	"Two story wooden depot.  Ladder on roof. ""Max Miller, Box 305, College Corner, Ohio 45005""--Photograph verso."		Railroad stations; Buildings				"Chicago, Rock Island & Pacific Rail Road Co."	United States -- Iowa -- Humboldt County -- Hardy	1960-1970	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 43, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	8	12	"Scanned with HP Scanjet 8250 @ 600 ppi. TIFF image: 4,978,004 bytes, 1811 x 2742; JPEG image: 151,796 bytes"	10/27/2005	43hardy01.jpg				10/28/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,866"	866	863.jpg	/railroadiana/image/863.jpg
"Bode, Iowa. CRIP"	unknown		1982-10-14	Small single story depot with sign for Bode.  Larger metal building behind depot.		Railroad stations; Buildings				"Chicago, Rock Island & Pacific Rail Road Co."	United States -- Iowa -- Humboldt County -- Bode	1980-1990	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 43, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	8	12	"Scanned with HP Scanjet 8250 @ 600 ppi. TIFF image: 4,888,592 bytes, 1823 x 2675; JPEG image: 153,054 bytes"	10/27/2005	43bode01.jpg				10/28/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,867"	867	864.jpg	/railroadiana/image/864.jpg
"Pioneer, Iowa. CNW"	"Sims, Ronald D."		1987-11-20	"Sign for Pioneer on pole next to tracks.  Grain elevator and other buildings nearby.  Signal on pole. ""View looks NW. Ron Sims photo, 2717 Cornell, D.M. IA 50313""--Photograph verso."		Railroad stations; Grain elevators; Railroad signals				Chicago and North Western Railway Company	United States -- Iowa -- Humboldt County -- Pioneer	1980-1990	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 43, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	9	12	"Scanned with HP Scanjet 8250 @ 600 ppi. TIFF image: 5,399,908 bytes, 1948 x 2766; JPEG image: 138,985 bytes"	10/27/2005	43pioneer03.jpg				10/31/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,868"	868	865.jpg	/railroadiana/image/865.jpg
"P and M Siding, IA. CNW"	"Sims, Ronald D."		1987-11-20	"Switchstand near siding. ""1.5 mi. NW Rutland, IA. (Quarry)  View looks E - SE. Ron Sims photo, 2717 Cornell, D.M. IA 50313""--Photograph verso."		Railroad stations; Railroad sidings				Chicago and North Western Railway Company	United States -- Iowa -- Humboldt County -- Oxford Junction	1980-1990	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 43, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	9	13	"Scanned with HP Scanjet 8250 @ 600 ppi. TIFF image: 5,482,672 bytes, 1921 x 2848; JPEG image: 149,415 bytes"	10/27/2005	43pmsiding01.jpg				10/31/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,869"	869	866.jpg	/railroadiana/image/866.jpg
"Livermore, Iowa. CNW (EX RI)"	"Sims, Ronald D."		1987-11-20	"Buildings near intersection of tracks and a road. ""Looks W.  [Ro]n Sims photo, [2]717 Cornell, [D.]M. IA 50313""--Photograph verso."		Railroad stations; Buildings				Chicago and North Western Railway Company	United States -- Iowa -- Humboldt County -- Livermore	1980-1990	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	The University of Iowa Libraries Special Collections: http://www.lib.uiowa.edu/spec-coll/	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 43, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	8	12	"Scanned with HP Scanjet 8250 @ 600 ppi. TIFF image: 4,695,592 bytes, 1775 x 2639; JPEG image: 143,653 bytes"	10/27/2005	43livermore02.jpg				10/31/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,870"	870	867.jpg	/railroadiana/image/867.jpg
"Arnold, Iowa. MSTL"	"Sims, Ronald D."		1987-11-20	"Grain elevator. ""[Vi]ew looks N. [Ro]n Sims photo, [27]17 Cornell, [D.]M. IA 50313""--Photograph verso."		Railroad stations; Grain elevators				Minneapolis & St. Louis Railroad	United States -- Iowa -- Humboldt County -- Arnold	1980-1990	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 43, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	8	12	"Scanned with HP Scanjet 8250 @ 600 ppi. TIFF image: 4,634,020 bytes, 1736 x 2663; JPEG image: 122,626 bytes"	10/27/2005	43arnold01.jpg				10/31/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,871"	871	868.jpg	/railroadiana/image/868.jpg
"Livermore, IA. MSTL"	unknown		1908	Train  next to single story depot with sign for Livermore.  Cart next to depot.		Railroad stations; Buildings; Railroad cars; Carriages & coaches				Minneapolis & St. Louis Railroad	United States -- Iowa -- Humboldt County -- Livermore	1900-1910	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	The University of Iowa Libraries Special Collections: http://www.lib.uiowa.edu/spec-coll/	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 43, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	8	13	"Scanned with HP Scanjet 8250 @ 600 ppi. TIFF image: 5,089,584 bytes, 1751 x 2900; JPEG image: 137,530 bytes"	10/27/2005	43livermore03.jpg				10/31/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,872"	872	869.jpg	/railroadiana/image/869.jpg
"Ida Grove, Iowa. CNW"	unknown		1981-09-12	Sign for Ida Grove on pole between tracks.  Grain elevators and other buildings next to tracks.  Small shed and pile of railroad ties between sets of tracks. Train cars on tracks.		Railroad stations; Buildings; Grain elevators; Railroad cars				Chicago and North Western Railway Company	United States -- Iowa -- Ida County -- Ida Grove	1980-1990	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 43, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	8	12	"Scanned with HP Scanjet 8250 @ 600 ppi. TIFF image: 4,768,572 bytes, 1799 x 2644; JPEG image: 152,330 bytes"	10/28/2005	43idagrove01.jpg				10/31/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,873"	873	870.jpg	/railroadiana/image/870.jpg
"Holstein, Iowa. CNW"	unknown		1952-07	Single story wooden depot with sign for Holstein and signal on pole.		Railroad stations; Buildings; Railroad signals				Chicago and North Western Railway Company	United States -- Iowa -- Ida County -- Holstein	1950-1960	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 43, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	7	9	"Scanned with HP Scanjet 8250 @ 600 ppi. TIFF image: 3,151,268 bytes, 1500 x 2093; JPEG image: 118,417 bytes"	10/28/2005	43holstein01.jpg				10/31/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,874"	874	871.jpg	/railroadiana/image/871.jpg
"Arthur, Iowa. CNW"	unknown		1982-10-12	Grain elevator and tanks near tracks.  Train cars on tracks.  Sign for Arthur Elevator Inc. on building.		Railroad stations; Grain elevators; Railroad cars				Chicago and North Western Railway Company	United States -- Iowa -- Ida County -- Arthur	1980-1990	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 43, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	8	12	"Scanned with HP Scanjet 8250 @ 600 ppi. TIFF image: 4,808,836 bytes, 1776 x 2701; JPEG image: 128,871 bytes"	10/28/2005	43arthur01.jpg				10/31/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,875"	875	872.jpg	/railroadiana/image/872.jpg
"Arthur, Iowa. (EX) CNW"	unknown		1982-10-12	Single story wooden depot with gas pumps.  Other buildings in background.		Railroad stations; Buildings; Gasoline pumps				Chicago and North Western Railway Company	United States -- Iowa -- Ida County -- Arthur	1980-1990	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 43, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	8	12	"Scanned with HP Scanjet 8250 @ 600 ppi. TIFF image: 4,786,392 bytes, 1810 x 2638; JPEG image: 134,676 bytes"	10/28/2005	43arthur02.jpg				10/31/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,876"	876	873.jpg	/railroadiana/image/873.jpg
"Arthur, IA. CC and P"	"Sims, Ronald D."		1993-09-16	"Sign for Arthur on pole near tracks.  Grain elevator. ""Looks W. Ron Sims photo""--Photograph verso."		Railroad stations; Grain elevators				Chicago Central and Pacific Railroad Company	United States -- Iowa -- Ida County -- Arthur	1990-2000	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 43, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	13	9	"Scanned with HP Scanjet 8250 @ 600 ppi. TIFF image: 5,967,456 bytes, 2950 x 2019; JPEG image: 131,765 bytes"	10/28/2005	43arthur03.jpg				10/31/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,877"	877	874.jpg	/railroadiana/image/874.jpg
"Burlington, Iowa. CBQ-RI"	unknown		1951-07-22	Large building with automobiles in parking lot.		Railroad stations; Buildings; Automobiles				"Chicago, Burlington & Quincy Railroad Company; Chicago, Rock Island & Pacific Rail Road Co."	United States -- Iowa -- Des Moines County -- Burlington	1950-1960	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 42, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	8	11	"Scanned with HP ScanJet 6100C @ 600 ppi. TIFF image: 3,623,404 bytes, 1530 x 2361; JPEG image: 110,104 bytes"	10/27/2005	42burlington01.jpg				11/3/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,878"	878	875.jpg	/railroadiana/image/875.jpg
"Burlington, Iowa. Unknown"	unknown		Unknown	"Building with people in front of it. Horses and carriages. ""Union Depot, Burlington, Iowa.""--Caption on postcard."		Railroad stations; Buildings; Carriages & coaches; Horses				Unknown	United States -- Iowa -- Des Moines County -- Burlington		Still image	Postcard	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 42, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	9	14	"Scanned with HP ScanJet 6100C @ 600 ppi. TIFF image: 20,830,532 bytes, 2122 x 3270; JPEG image: 327,627 bytes"	10/27/2005	42burlington02.jpg				11/1/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,879"	879	876.jpg	/railroadiana/image/876.jpg
"Danville, Iowa. CBQ"	unknown		1952-10-05	Single story wooden depot with sign for Danville. Automobile parked next to depot. Railroad signal to  left of depot. Utility lines. Buildings in background.		Railroad stations; Buildings; Railroad signals; Automobiles				"Chicago, Burlington & Quincy Railroad Company"	United States -- Iowa -- Des Moines County -- Danville	1950-1960	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 42, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	7	11	"Scanned with HP ScanJet 6100C @ 600 ppi. TIFF image: 3,611,432 bytes, 1536 x 2344; JPEG image: 97,036 bytes"	10/27/2005	42danville01.jpg				11/3/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,880"	880	877.jpg	/railroadiana/image/877.jpg
"Danville, Iowa. CBQ"	unknown		1912	Single story wooden depot with sign for Danville. Wooden cart on  platform. Man standing next to  depot. Signal next to railroad tracks. Building and grain elevator in background.		Railroad stations; Buildings; Grain elevators; Carriages & coaches; Railroad signals				"Chicago, Burlington & Quincy Railroad Company"	United States -- Iowa -- Des Moines County -- Danville	1910-1920	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 42, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	7	11	"Scanned with HP ScanJet 6100C @ 600 ppi. TIFF image: 3,884,720 bytes, 1644 x 2356; JPEG image: 134,989 bytes"	10/27/2005	42danville02.jpg				11/3/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,881"	881	878.jpg	/railroadiana/image/878.jpg
"Mediapolis, Iowa. CBQ-RI"	unknown		1950	Single story wooden depot with sign for Mediapolis and Western Union. Automobile next to depot. Railroad signal.		Railroad stations; Buildings; Railroad signals; Automobiles				"Chicago, Burlington & Quincy Railroad Company; Chicago, Rock Island & Pacific Rail Road Co."	United States -- Iowa -- Des Moines County -- Mediapolis	1950-1960	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 42, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	8	12	"Scanned with HP ScanJet 6100C @ 600 ppi. TIFF image: ,828,748 bytes, 1600 x 2386; JPEG image: 121,639 bytes"	10/27/2005	42mediapolis01.jpg				11/3/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,882"	882	879.jpg	/railroadiana/image/879.jpg
"Middletown, Iowa. CBQ"	unknown		1952-10-05	Single story wooden depot with sign for Middletown. Other building nearby. Railroad signal.		Railroad stations; Buildings; Railroad signals				"Chicago, Burlington & Quincy Railroad Company"	United States -- Iowa -- Des Moines County -- Middletown	1950-1960	Still image	Photographs	jpeg	John P. Vander Maas Railroadiana	University of Iowa. Libraries. Special Collections Dept.	John P. Vander Maas Railroadiana Collection	MSC0468	http://lib.uiowa.edu/collguides/?MSC0468	"Vol. 42, Depots by county"	"Educational use only, no other permissions given. U.S. and international copyright laws may protect this digital image. Commercial use or distribution of the image is not permitted without prior permission of the copyright holder. For information see:  http://www.lib.uiowa.edu/spec-coll/help/copyright.html"	Contact The University of Iowa Libraries Special Collections Department: http://www.lib.uiowa.edu/spec-coll/contact/index/	8	11	"Scanned with HP ScanJet 6100C @ 600 ppi. TIFF image: 3,610,184 bytes, 1546 x 2328; JPEG image: 116,817 bytes"	10/27/2005	42middletown01.jpg				11/1/2005	6/26/2012	"http://digital.lib.uiowa.edu:81/u?/railroadiana,883"	883	880.jpg	/railroadiana/image/880.jpg
